category,word,cefr,cocaRank,pos,reason,oxfordDef
street-city,"slow down",,,,manual-pin,""
street-city,"in",a1,7,adverb,yle:places_and_directions,"into an object, an area or a substance"
street-city,"on",a1,18,adjective|adverb,yle:places_and_directions,"on somebody’s body; being worn"
street-city,"there",a1,55,noun|adverb,yle:places_and_directions,"used to show that something exists or happens"
street-city,"here",a1,78,noun|adverb,yle:places_and_directions,"used after a verb or preposition to mean ‘in, at or to this position or place’"
street-city,"over",a1,142,adverb,yle:places_and_directions,"across a street, an open space, etc."
street-city,"turn",a1,197,verb|noun,imsky:verbs/driving,"the time when somebody in a group of people should or is allowed to do something"
street-city,"under",a1,253,adverb,yle:places_and_directions,"below something"
street-city,"stop",a1,257,verb|noun,imsky:verbs/driving,"a place where a bus or train stops regularly for passengers to get on or off"
street-city,"end",a1,303,noun|verb,yle:places_and_directions,"the final part of a period of time, an event, an activity or a story"
street-city,"car",a1,321,noun,imsky:nouns/automobiles,"a road vehicle with an engine and four wheels that can carry a small number of passengers"
street-city,"door",a1,385,noun,imsky:nouns/car_parts,"a piece of wood, glass, etc. that is opened and closed so that people can get in and out of a room, building, car, etc.;"
street-city,"college",a1,435,noun,yle:places_and_directions,"(in the UK) a place where students go to study or to receive training after they have left school"
street-city,"class",a1,439,noun,imsky:nouns/travel,"a group of students who are taught together"
street-city,"behind",a1,471,adverb,yle:places_and_directions,"at or towards the back of somebody/something; further back"
street-city,"light",a1,521,noun|adjective|verb,imsky:nouns/car_parts,"pale in colour"
street-city,"space",a1,543,noun,imsky:nouns/travel,"the area outside the earth’s atmosphere where all the other planets and stars are"
street-city,"road",a1,555,noun,imsky:nouns/driving,"a hard surface built for vehicles to travel on"
street-city,"building",a1,588,noun,yle:places_and_directions,"a structure such as a house or school that has a roof and walls"
street-city,"mile",a1,790,noun,imsky:nouns/travel,"a unit for measuring distance equal to 1 609 metres or 1 760 yards"
street-city,"near",a1,862,adjective|adverb,yle:places_and_directions,"a short distance away"
street-city,"club",a1,958,noun,yle:places_and_directions,"an organization for people who share an interest or do a sport or activity together"
street-city,"leg",a1,1016,noun,imsky:nouns/travel,"one of the long parts that connect the feet to the rest of the body"
street-city,"trip",a1,1056,noun|verb,imsky:nouns/travel,"a journey to a place and back again, especially a short one for pleasure or a particular purpose"
street-city,"above",a1,1082,adverb|adjective,yle:places_and_directions,"at or to a higher place"
street-city,"travel",a1,1136,noun|verb,imsky:nouns/travel,"the act or activity of travelling"
street-city,"front",a1,1162,noun|adjective,yle:places_and_directions,"on or at the front of something"
street-city,"flight",a1,1489,noun,imsky:nouns/travel,"a journey made by air, especially in a plane"
street-city,"farm",a1,1516,noun|verb,yle:places_and_directions,"an area of land, and the buildings on it, used for growing crops and/or keeping animals"
street-city,"below",a1,1526,adverb,yle:places_and_directions,"at or to a lower level, position or place"
street-city,"ticket",a1,1555,noun,imsky:nouns/travel,"a printed piece of paper, or a message or image received on your phone or computer, that gives you the right to travel o"
street-city,"bus",a1,1605,noun,yle:transport,"a large road vehicle that carries passengers, especially one that travels along a fixed route and stops regularly to let"
street-city,"traffic",a1,1784,noun,yle:transport,"the vehicles that are on a road at a particular time"
street-city,"journey",a1,2246,noun,yle:transport,"an act of travelling from one place to another, especially when they are far apart"
street-city,"opposite",a1,2512,adjective|adverb|noun,yle:places_and_directions,"on the other side of a particular area from somebody/something and usually facing them"
street-city,"bicycle",a1,4936,noun,yle:transport,"a road vehicle with two wheels that you ride by pushing the pedals with your feet"
street-city,"taxi",a1,,noun,imsky:nouns/automobiles,"a car with a driver that you pay to take you somewhere. Taxis usually have meters that show how much money you have to p"
street-city,"passport",a1,,noun,imsky:nouns/travel,"an official document that identifies you as a citizen of a particular country, and that you may have to show when you en"
street-city,"supermarket",a1,,noun,yle:places_and_directions,"a large shop that sells food, drinks and goods used in the home. People choose what they want from the shelves and pay f"
street-city,"between",a2,169,adverb,yle:places_and_directions,"in the space or period of time separating two or more points, objects, etc. or two dates, events, etc."
street-city,"rate",a2,479,noun|verb,imsky:nouns/travel,"a measurement of the speed at which something happens"
street-city,"drive",a2,496,noun|verb,imsky:nouns/driving,"a journey in a car or other vehicle"
street-city,"seat",a2,1000,noun|verb,imsky:nouns/travel,"a place where you can sit, for example a chair"
street-city,"middle",a2,1039,noun|adjective,yle:places_and_directions,"in a position in the middle of an object, group of objects, people, etc.; between the beginning and the end of something"
street-city,"conference",a2,1068,noun,imsky:nouns/travel,"a large official meeting, usually lasting for a few days, at which people with the same work or interests come together "
street-city,"coach",a2,1099,noun|verb,imsky:nouns/travel,"a person who trains a person or team in sport"
street-city,"ship",a2,1212,noun|verb,yle:transport,"a large boat that carries people or goods by sea"
street-city,"hill",a2,1278,noun,imsky:nouns/driving,"an area of land that is higher than the land around it, but not as high as a mountain"
street-city,"corner",a2,1290,noun,yle:places_and_directions,"a part of something where two or more sides, lines or edges join"
street-city,"truck",a2,1423,noun,imsky:nouns/automobiles,"a large vehicle for carrying heavy loads by road"
street-city,"tour",a2,1705,noun|verb,yle:transport,"a journey made for pleasure during which several different towns, countries, etc. are visited"
street-city,"coast",a2,1728,verb|noun,imsky:verbs/driving,"the land next to or near to the sea or ocean"
street-city,"cycle",a2,2124,noun|verb,yle:transport,"a bicycle or motorcycle"
street-city,"platform",a2,2180,noun,yle:transport,"the raised flat area next to the track at a train station where you get on or off the train"
street-city,"pilot",a2,2208,noun,imsky:nouns/travel,"a person who operates the controls of an aircraft, especially as a job"
street-city,"wheel",a2,2257,noun,imsky:nouns/car_parts,"one of the round objects under a car, bicycle, bus, etc. that turns when it moves"
street-city,"passenger",a2,2405,noun,imsky:nouns/travel,"a person who is travelling in a car, bus, train, plane or ship and who is not driving it or working on it"
street-city,"van",a2,3767,noun,imsky:nouns/automobiles,"a covered vehicle with no side windows in its back half, usually smaller than a lorry, used for carrying goods or people"
street-city,"railway",a2,,noun,yle:transport,"a track with rails on which trains run"
street-city,"go",b1,31,verb|noun,yle:transport,"a person’s turn to move or play in a game or an activity"
shopping-money,"change",a1,304,noun|verb,manual-pin,"the act or result of something becoming different"
shopping-money,"spend",a1,353,verb,manual-pin,"to give money to pay for goods, services, etc."
shopping-money,"return",a1,545,noun|verb,manual-pin,"the action of arriving in or coming back to a place that you were in before"
shopping-money,"bill",a1,761,noun|verb,manual-pin,"a document that shows how much you owe somebody for goods or services"
shopping-money,"cheap",a1,1772,adjective|adverb,manual-pin,"costing little money or less money than you expected"
shopping-money,"expensive",a1,1794,adjective,manual-pin,"costing a lot of money"
shopping-money,"save",a2,600,verb,manual-pin,"to keep somebody/something safe from death, harm, loss, etc."
shopping-money,"check",a2,623,noun|verb,manual-pin,"an act of making sure that something is safe, correct or in good condition by examining it"
shopping-money,"credit",a2,1004,noun|verb,manual-pin,"an arrangement that you make, with a shop for example, to pay later for something you buy"
shopping-money,"cash",a2,1665,noun,manual-pin,"money in the form of coins or notes"
shopping-money,"tip",a2,1929,noun|verb,manual-pin,"a small piece of advice about something practical"
shopping-money,"borrow",a2,3109,verb,manual-pin,"to take and use something that belongs to somebody else, and return it to them at a later time"
shopping-money,"lend",a2,3874,verb,manual-pin,"to give something to somebody or allow them to use something that belongs to you, which they have to return to you later"
shopping-money,"tax",b1,444,noun|verb,manual-pin,"money that you have to pay to the government so that it can pay for public services. People pay tax according to their i"
shopping-money,"share",b1,570,noun|verb,manual-pin,"one part of something that is divided between two or more people"
shopping-money,"exchange",b1,1649,noun|verb,manual-pin,"an act of giving something to somebody or doing something for somebody and receiving something in return"
shopping-money,"shelf",b1,3385,noun,manual-pin,"a flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for thi"
shopping-money,"coin",b1,4191,noun,manual-pin,"a small flat piece of metal used as money"
shopping-money,"discount",b1,4665,noun|verb,manual-pin,"an amount of money that is taken off the usual cost of something"
shopping-money,"receipt",b1,,noun,manual-pin,"a piece of paper or an electronic document that shows that goods or services have been paid for"
shopping-money,"budget",b2,1107,noun,manual-pin,"the money that is available to a person or an organization and a plan of how it will be spent over a period of time"
shopping-money,"owe",b2,2488,verb,manual-pin,"to have to pay somebody for something that you have already received or return money that you have borrowed"
shopping-money,"split",b2,2912,verb|noun,manual-pin,"an argument or disagreement that divides a group of people or makes somebody separate from somebody else"
shopping-money,"register",b2,3049,noun|verb,manual-pin,"an official list or record of names, items, etc.; a book that contains such a list"
shopping-money,"withdraw",b2,3361,verb,manual-pin,"to take money out of a bank account"
shopping-money,"membership",b2,3449,noun,manual-pin,"the state of being a member of a group, a club, an organization, etc."
shopping-money,"tag",b2,3827,noun|verb,manual-pin,"a small piece of paper, cloth, plastic, etc. attached to something to identify it or give information about it"
shopping-money,"affordable",b2,4017,adjective,manual-pin,"cheap enough that people can afford to pay it or buy it"
shopping-money,"deposit",b2,4839,noun|verb,manual-pin,"a sum of money that is given as the first part of a larger payment"
shopping-money,"purse",,4549,noun,manual-pin,""
shopping-money,"aisle",,4847,noun,manual-pin,""
shopping-money,"rack",,5017,noun,manual-pin,""
shopping-money,"cashier",,,,manual-pin,""
shopping-money,"shelf tag",,,,manual-pin,""
shopping-money,"barcode",,,,manual-pin,""
shopping-money,"wallet",,,,manual-pin,""
shopping-money,"shopping cart",,,,manual-pin,""
shopping-money,"shopping bag",,,,manual-pin,""
shopping-money,"tote",,,noun,manual-pin,""
shopping-money,"grocery list",,,,manual-pin,""
shopping-money,"coupon",,,,manual-pin,""
shopping-money,"voucher",,,,manual-pin,""
shopping-money,"gift card",,,,manual-pin,""
shopping-money,"refund",,,noun,manual-pin,""
shopping-money,"warranty",,,,manual-pin,""
shopping-money,"sticker",,,,manual-pin,""
shopping-money,"price tag",,,,manual-pin,""
shopping-money,"on sale",,,,manual-pin,""
shopping-money,"sold out",,,,manual-pin,""
shopping-money,"in stock",,,,manual-pin,""
shopping-money,"out of stock",,,,manual-pin,""
shopping-money,"free sample",,,,manual-pin,""
shopping-money,"self-checkout",,,,manual-pin,""
shopping-money,"debit",,,noun,manual-pin,""
shopping-money,"ATM",,,,manual-pin,""
shopping-money,"pay back",,,,manual-pin,""
shopping-money,"pricey",,,,manual-pin,""
shopping-money,"overpriced",,,,manual-pin,""
shopping-money,"worth it",,,,manual-pin,""
shopping-money,"work",a1,115,noun|verb,yle:work,"the job that a person does especially in order to earn money"
shopping-money,"job",a1,226,noun,yle:work,"work for which you receive regular payment"
shopping-money,"business",a1,254,noun,yle:work,"the activity of making, buying, selling or supplying goods or services for money"
shopping-money,"news",a1,345,noun,yle:work,"new information about something that has happened recently"
shopping-money,"office",a1,380,noun,yle:work,"a room, set of rooms or building where people work, usually sitting at desks"
shopping-money,"price",a1,529,noun|verb,imsky:nouns/shopping,"the amount of money that you have to pay for something"
shopping-money,"product",a1,598,noun|adjective,imsky:nouns/shopping,"a thing that is grown, produced or created, usually for sale"
shopping-money,"meeting",a1,850,noun,yle:work,"an occasion when people come together to discuss or decide something"
shopping-money,"artist",a1,944,noun,yle:work,"a person who creates works of art, especially paintings or drawings"
shopping-money,"customer",a1,1061,noun|adjective,imsky:nouns/shopping,"a person or an organization that buys goods or services from a shop or business"
shopping-money,"newspaper",a1,1443,noun,yle:work,"a set of large printed sheets of paper, or a website, containing news, articles, advertisements, etc. and published ever"
shopping-money,"shop",a1,1547,noun|verb,imsky:nouns/shopping,"a building or part of a building where you can buy goods or services"
shopping-money,"actor",a1,1600,noun,yle:work,"a person who performs on the stage, on television or in films, especially as a profession"
shopping-money,"farmer",a1,2014,noun,yle:work,"a person who owns or manages a farm"
shopping-money,"singer",a1,3161,noun,yle:work,"a person who sings, or whose job is singing, especially in public"
shopping-money,"waiter",a1,,noun,yle:work,"a man whose job is to serve customers at their tables in a restaurant, etc."
shopping-money,"service",a2,295,noun,imsky:nouns/shopping,"a system that provides something that the public needs, organized by the government or a private company"
shopping-money,"department",a2,536,noun,imsky:nouns/shopping,"a section of a large organization such as a government, business, university, etc."
shopping-money,"manager",a2,1062,noun,yle:work,"a person who is in charge of running a business, a shop or a similar organization or part of one"
shopping-money,"owner",a2,1089,noun,imsky:nouns/shopping,"a person who owns something"
shopping-money,"fair",a2,1242,noun|adjective,imsky:nouns/shopping,"acceptable and appropriate in a particular situation"
shopping-money,"cook",a2,1636,noun|verb,yle:work,"a person who cooks food or whose job is cooking"
shopping-money,"sale",a2,2227,noun,imsky:nouns/shopping,"an act or the process of selling something"
shopping-money,"journalist",a2,2236,noun,yle:work,"a person whose job is to collect and write news stories for newspapers, magazines, radio, television or online news site"
shopping-money,"queen",a2,2238,noun,yle:work,"the female ruler of an independent state that has a royal family"
shopping-money,"engineer",a2,2268,noun,yle:work,"a person whose job involves designing and building engines, machines, roads, bridges, etc."
shopping-money,"designer",a2,2523,noun,yle:work,"a person whose job is to decide how things such as clothes, furniture, tools, etc. will look or work by making drawings,"
shopping-money,"businessman",a2,4673,noun,yle:work,"a man who works in business, especially at a high level"
shopping-money,"account",b1,947,noun|verb,imsky:nouns/shopping,"an arrangement that somebody has with a bank, etc. to keep money there, take some out, etc."
shopping-money,"total",b1,1069,noun|adjective|verb,imsky:nouns/shopping,"being the amount or number after everyone or everything is counted or added together"
shopping-money,"category",b1,1609,noun,imsky:nouns/shopping,"a group of people or things with particular features in common"
feelings-social,"know",a1,39,verb,imsky:verbs/thought,"to have information in your mind as a result of experience or because you have learned or been told it"
feelings-social,"just",a1,51,adverb|adjective,fallback:adj-coca,"only"
feelings-social,"think",a1,53,verb,imsky:verbs/thought,"to have a particular idea or opinion about something/somebody; to believe something"
feelings-social,"time",a1,54,noun|verb,yle:time,"what is measured in minutes, hours, days, etc."
feelings-social,"year",a1,64,noun,yle:time,"the period from 1 January to 31 December, that is 365 or 366 days, divided into 12 months"
feelings-social,"well",a1,87,adjective|adverb|noun,fallback:adj-coca,"in good health"
feelings-social,"two",a1,90,noun|adjective,yle:numbers,"2"
feelings-social,"good",a1,93,adjective|noun|adverb,fallback:adj-coca,"of high quality or an acceptable standard"
feelings-social,"first",a1,94,noun|adjective|adverb,yle:numbers,"before anyone or anything else; at the beginning"
feelings-social,"man",a1,95,verb|noun,yle:family_and_friends,"an adult male human"
feelings-social,"day",a1,96,verb|noun,yle:time,"a period of 24 hours"
feelings-social,"new",a1,100,adjective,imsky:adjectives/age,"not existing before; recently made, invented, introduced, etc."
feelings-social,"only",a1,112,adverb|adjective,fallback:adj-coca,"used to say that no other or others of the same group exist or are there"
feelings-social,"right",a1,118,noun|adjective|adverb,fallback:adj-coca,"true or correct as a fact"
feelings-social,"call",a1,125,verb|noun,imsky:verbs/communication,"the act of speaking to somebody on the phone"
feelings-social,"woman",a1,126,noun,yle:family_and_friends,"an adult female human"
feelings-social,"never",a1,132,adverb,yle:time,"not at any time; not on any occasion"
feelings-social,"child",a1,140,noun,yle:family_and_friends,"a young human who is not yet an adult"
feelings-social,"same",a1,158,adjective|adverb,fallback:adj-coca,"exactly the one or ones referred to or mentioned; not different"
feelings-social,"three",a1,163,noun|adjective,yle:numbers,"3"
feelings-social,"high",a1,164,adjective|adverb|noun,fallback:adj-coca,"measuring a long distance from the bottom to the top"
feelings-social,"family",a1,171,noun|adjective,yle:family_and_friends,"connected with the family or a particular family"
feelings-social,"old",a1,174,adjective,imsky:adjectives/age,"of a particular age"
feelings-social,"always",a1,191,adverb,yle:time,"at all times; on every occasion"
feelings-social,"week",a1,192,noun,yle:time,"a period of seven days, either from Monday to Sunday or from Sunday to Saturday"
feelings-social,"night",a1,208,noun,yle:time,"the time between one day and the next when it is dark, when people usually sleep"
feelings-social,"next",a1,221,adjective|adverb|noun,fallback:adj-coca,"coming straight after somebody/something in time, order or space"
feelings-social,"today",a1,225,noun|adverb,yle:time,"on this day"
feelings-social,"bad",a1,229,adjective|adverb,fallback:adj-coca,"unpleasant; full of problems"
feelings-social,"friend",a1,230,noun,yle:family_and_friends,"a person you know well and like, and who is not usually a member of your family"
feelings-social,"different",a1,236,adjective,fallback:adj-coca,"not the same as somebody/something; not like somebody/something else"
feelings-social,"sure",a1,247,adjective|adverb,fallback:adj-coca,"confident that you know something or that you are right"
feelings-social,"month",a1,249,noun,yle:time,"any of the twelve periods of time into which the year is divided, for example May or June"
feelings-social,"mother",a1,279,noun,yle:family_and_friends,"a female parent of a child or animal; a person who is acting as a mother to a child"
feelings-social,"real",a1,280,adjective,fallback:adj-coca,"actually existing or happening and not imagined or pretended"
feelings-social,"best",a1,281,adjective|adverb|noun,fallback:adj-coca,"of the most excellent type or quality"
feelings-social,"young",a1,288,adjective|noun,imsky:adjectives/age,"having lived or existed for only a short time; not fully developed"
feelings-social,"important",a1,297,adjective,fallback:adj-coca,"having a great effect on people or things; of great value"
feelings-social,"person",a1,298,noun,yle:family_and_friends,"a human as an individual"
feelings-social,"hour",a1,308,noun,yle:time,"60 minutes; one of the 24 parts that a day is divided into"
feelings-social,"four",a1,311,noun|adjective,yle:numbers,""
feelings-social,"girl",a1,313,noun,yle:family_and_friends,"a female child"
feelings-social,"minute",a1,326,noun|adjective,yle:time,"each of the 60 parts of an hour, that are equal to 60 seconds"
feelings-social,"reason",a1,336,verb|noun,imsky:verbs/thought,"a cause or an explanation for something that has happened or that somebody has done"
feelings-social,"speak",a1,337,verb,imsky:verbs/communication,"to talk to somebody about something; to have a conversation with somebody"
feelings-social,"ago",a1,338,adverb,yle:time,"used in expressions of time with the simple past tense to show how far in the past something happened"
feelings-social,"enough",a1,352,adjective|adverb,fallback:adj-coca,"to the necessary degree"
feelings-social,"boy",a1,358,noun,yle:family_and_friends,"a male child or a young male person"
feelings-social,"five",a1,365,noun|adjective,yle:numbers,"5"
feelings-social,"morning",a1,377,noun,yle:time,"the early part of the day from the time when people wake up until 12 o'clock in the middle of the day or before lunch"
feelings-social,"parent",a1,379,noun,yle:family_and_friends,"a person’s father or mother"
feelings-social,"better",a1,391,adjective|adverb|noun,fallback:adj-coca,"of a higher standard or less poor quality; not as bad as something else"
feelings-social,"free",a1,403,adjective|adverb|verb,imsky:adjectives/character,"without particular plans or arrangements; not busy"
feelings-social,"sorry",a1,408,adjective,fallback:adj-coca,"feeling sad and ashamed about something that has been done"
feelings-social,"true",a1,414,adjective,fallback:adj-coca,"connected with facts rather than things that have been invented or guessed"
feelings-social,"plan",a1,422,noun|verb,imsky:verbs/thought,"something that you intend to do or achieve"
feelings-social,"easy",a1,423,adjective,fallback:adj-coca,"not difficult; done or obtained without a lot of effort or problems"
feelings-social,"early",a1,434,adjective|adverb,yle:time,"near the beginning of a period of time, an event etc."
feelings-social,"son",a1,446,noun,yle:family_and_friends,"a person’s male child"
feelings-social,"possible",a1,448,adjective,fallback:adj-coca,"that can be done or achieved"
feelings-social,"baby",a1,464,noun,yle:family_and_friends,"a very young child or animal"
feelings-social,"wrong",a1,465,adjective|adverb|noun,fallback:adj-coca,"not right or correct"
feelings-social,"sometimes",a1,474,adverb,yle:time,"occasionally rather than all of the time"
feelings-social,"local",a1,480,adjective|noun,fallback:adj-coca,"belonging to or connected with the particular place or area that you are talking about or with the place where you live"
feelings-social,"wife",a1,487,noun,yle:family_and_friends,"the woman that somebody is married to; a married woman"
feelings-social,"strong",a1,497,adjective,imsky:adjectives/character,"having a lot of physical power so that you can lift heavy weights, do hard physical work, etc."
feelings-social,"six",a1,508,noun|adjective,yle:numbers,"6"
feelings-social,"million",a1,516,noun|adjective,yle:numbers,"1 000 000"
feelings-social,"pretty",a1,526,adjective|adverb,fallback:adj-coca,"attractive without being very beautiful"
feelings-social,"special",a1,547,adjective,fallback:adj-coca,"not ordinary or usual; different from what is normal"
feelings-social,"happy",a1,564,adjective,imsky:adjectives/character,"feeling or showing pleasure; pleased"
feelings-social,"brother",a1,574,noun,yle:family_and_friends,"a boy or man who has the same parents as another person"
feelings-social,"personal",a1,587,adjective,fallback:adj-coca,"your own; not belonging to or connected with anyone else"
feelings-social,"ready",a1,642,adjective,fallback:adj-coca,"fully prepared for what you are going to do and able to start it immediately"
feelings-social,"dad",a1,654,noun,yle:family_and_friends,"father"
feelings-social,"daughter",a1,677,noun,yle:family_and_friends,"a person’s female child"
feelings-social,"husband",a1,683,noun,yle:family_and_friends,"the man that somebody is married to; a married man"
feelings-social,"ok",a1,708,adjective|adverb,fallback:adj-coca,"safe and well; in a calm or happy state"
feelings-social,"difficult",a1,711,adjective,fallback:adj-coca,"not easy; needing effort or skill to do or to understand"
feelings-social,"tonight",a1,729,noun|adverb,yle:time,"on or during the evening or night of today"
feelings-social,"poor",a1,740,adjective,fallback:adj-coca,"having very little money; not having enough money for basic needs"
feelings-social,"common",a1,745,adjective,fallback:adj-coca,"happening often; existing in large numbers or in many places"
feelings-social,"similar",a1,751,adjective,fallback:adj-coca,"like somebody/something but not exactly the same"
feelings-social,"past",a1,754,adjective|adverb|noun,yle:time,"gone by in time"
feelings-social,"century",a1,770,noun,yle:time,"a period of 100 years"
feelings-social,"summer",a1,771,noun,yle:time,"the warmest season of the year, coming between spring and autumn"
feelings-social,"natural",a1,783,adjective,fallback:adj-coca,"existing in nature; not made or caused by humans"
feelings-social,"beautiful",a1,806,adjective,fallback:adj-coca,"having beauty; giving pleasure to the senses or to the mind"
feelings-social,"sister",a1,810,noun,yle:family_and_friends,"a girl or woman who has the same mother and father as another person"
feelings-social,"interesting",a1,828,adjective,fallback:adj-coca,"attracting your attention because it is/they are special, exciting or unusual"
feelings-social,"left",a1,848,noun|adjective|adverb,fallback:adj-coca,"on the side of your body that is towards the west when you are facing north"
feelings-social,"seven",a1,867,noun|adjective,yle:numbers,"7"
feelings-social,"september",a1,900,noun,yle:time,"the 9th month of the year, between August and October"
feelings-social,"perfect",a1,910,adjective,fallback:adj-coca,"having everything that is necessary; complete and without faults or weaknesses"
feelings-social,"eight",a1,924,noun|adjective,yle:numbers,""
feelings-social,"main",a1,928,adjective,fallback:adj-coca,"being the largest or most important of its kind"
feelings-social,"ten",a1,929,noun|adjective,yle:numbers,"10"
feelings-social,"cold",a1,1021,adjective|noun,imsky:adjectives/emotions,"having a lower than usual temperature; having a temperature lower than the human body"
feelings-social,"tomorrow",a1,1050,noun|adverb,yle:time,"on or during the day after today"
feelings-social,"positive",a1,1052,adjective|noun,fallback:adj-coca,"good or useful"
feelings-social,"popular",a1,1065,adjective,fallback:adj-coca,"liked or enjoyed by a large number of people"
feelings-social,"sunday",a1,1074,noun,yle:time,"the day of the week after Saturday and before Monday, thought of as either the first or the last day of the week"
feelings-social,"june",a1,1094,noun,yle:time,"the 6th month of the year, between May and July"
feelings-social,"friday",a1,1101,noun,yle:time,"the day of the week after Thursday and before Saturday"
feelings-social,"november",a1,1117,noun,yle:time,"the 11th month of the year, between October and December"
feelings-social,"july",a1,1147,noun,yle:time,"the 7th month of the year, between June and August"
feelings-social,"modern",a1,1154,noun|adjective,imsky:adjectives/age,"of the present time or recent times "
feelings-social,"evening",a1,1160,verb|noun,yle:time,"the part of the day between the afternoon and the time you go to bed"
feelings-social,"weekend",a1,1173,noun,yle:time,"Saturday and Sunday"
feelings-social,"october",a1,1207,noun,yle:time,"the 10th month of the year, between September and November"
